altitude,density,u,v
921.834413853119,1.151167943186815,9.56932768771459,9.946540168103382
928.16359762605,1.1505588512419351,9.53761145721513,10.02416477506423
934.335632522939,1.1499305500198813,9.578216605214854,10.006522607789059
940.498497564284,1.149220272243981,9.789449496336303,9.918312891047686
946.647030409619,1.1485123620418471,10.134018482229017,9.733324238834387
952.611003490503,1.1479561540664118,10.319310100337292,9.473735281614557
958.592475926798,1.1472724951074125,10.19599725301291,9.07149843173802
964.631521776764,1.1466226255430825,10.237398149076279,9.082083584350288
970.689733086041,1.146011938879813,10.230262836695758,9.15970819805573
976.724987092586,1.1452381413601969,10.474512964448772,9.338841961713168
